Key,English,Nepali (Reference),Newari (नेपाल भाषा),Maithili (मैथिली),Category
kyr_cat_property_r1_situation,Landlord trying to evict illegally,घरधनीले अवैध रूपमा निकाल्ने प्रयास,,,Know Your Rights Content
kyr_cat_property_r1_yourright,"Every citizen has the right to acquire, own, sell and dispose of property. No person shall be deprived of property except in accordance with law.","प्रत्येक नागरिकलाई सम्पत्ति आर्जन गर्ने, भोग गर्ने, बेच्ने र हक छोड्ने हक छ। कानून बमोजिम बाहेक कसैको सम्पत्ति खोसिने छैन।",,,Know Your Rights Content
kyr_cat_property_r1_tip,Check your rental agreement. Eviction requires proper legal notice.,आफ्नो भाडा सम्झौता जाँच्नुहोस्। निकासीको लागि उचित कानूनी सूचना चाहिन्छ।,,,Know Your Rights Content
kyr_cat_property_r2_situation,Government acquiring your land,सरकारले तपाईंको जग्गा लिँदैछ,,,Know Your Rights Content
kyr_cat_property_r2_yourright,The State shall not acquire or create any encumbrance on the property except for public interest. Just compensation must be paid.,राज्यले सार्वजनिक हितको लागि बाहेक सम्पत्ति अधिग्रहण वा बोझ सिर्जना गर्ने छैन। उचित क्षतिपूर्ति भुक्तानी गर्नुपर्छ।,,,Know Your Rights Content
kyr_cat_property_r2_tip,Get legal counsel. You're entitled to fair market value compensation.,कानूनी सल्लाह लिनुहोस्। तपाईंले बजार मूल्य अनुसारको क्षतिपूर्ति पाउनुपर्छ।,,,Know Your Rights Content
kyr_cat_property_r3_situation,Land encroachment by neighbors,छिमेकीहरूले जग्गा अतिक्रमण,,,Know Your Rights Content
kyr_cat_property_r3_yourright,Every citizen has the right to own and protect their property. Encroachment is illegal.,प्रत्येक नागरिकलाई आफ्नो सम्पत्तिको स्वामित्व र सुरक्षा गर्ने हक छ। अतिक्रमण गैरकानूनी हो।,,,Know Your Rights Content
kyr_cat_property_r3_tip,Get land surveyed by Survey Office. File complaint at land revenue office.,नापी कार्यालयबाट जग्गा नाप्नुहोस्। मालपोत कार्यालयमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_speech_title,Freedom of Speech,अभिव्यक्ति स्वतन्त्रता,,,Know Your Rights Content
kyr_cat_speech_subtitle,"Your right to speak, assemble, and protest","बोल्ने, भेला हुने र विरोध गर्ने हक",,,Know Your Rights Content
kyr_cat_speech_r1_situation,Stopped from peaceful protest,शान्तिपूर्ण विरोधबाट रोकियो,,,Know Your Rights Content
kyr_cat_speech_r1_yourright,Every citizen has the freedom to assemble peaceably and without arms. You can form unions and associations.,"प्रत्येक नागरिकलाई शान्तिपूर्ण रूपमा र निहत्था भएर भेला हुने स्वतन्त्रता छ। संघ, संस्था गठन गर्न सक्नुहुन्छ।",,,Know Your Rights Content
kyr_cat_speech_r1_tip,Peaceful assembly is protected. Violence nullifies this protection.,शान्तिपूर्ण भेला सुरक्षित छ। हिंसाले यो सुरक्षा हटाउँछ।,,,Know Your Rights Content
kyr_cat_speech_r2_situation,Social media post removed or threatened,सामाजिक सञ्जालको पोस्ट हटाइयो वा धम्की,,,Know Your Rights Content
kyr_cat_speech_r2_yourright,Every citizen has freedom of opinion and expression. This includes freedom of press and publication.,प्रत्येक नागरिकलाई विचार र अभिव्यक्तिको स्वतन्त्रता छ। यसमा प्रेस र प्रकाशनको स्वतन्त्रता समावेश छ।,,,Know Your Rights Content
kyr_cat_speech_r2_tip,"Limits exist for defamation, incitement to violence. Know the boundaries.","अपमान, हिंसाको उक्साहटको लागि सीमा छ। सीमाहरू जान्नुहोस्।",,,Know Your Rights Content
kyr_cat_speech_r3_situation,Media or press being censored,मिडिया वा प्रेस सेन्सर भइरहेको छ,,,Know Your Rights Content
kyr_cat_speech_r3_yourright,"There shall be no prior censorship of publication, broadcasting or display of news. Press freedom is guaranteed.","समाचारको प्रकाशन, प्रसारण वा प्रदर्शनमा पूर्व सेन्सरसिप हुने छैन। प्रेस स्वतन्त्रता सुनिश्चित छ।",,,Know Your Rights Content
kyr_cat_speech_r3_tip,Press Council handles complaints against censorship.,प्रेस काउन्सिलले सेन्सरसिप विरुद्धका गुनासोहरू हेर्छ।,,,Know Your Rights Content
kyr_cat_speech_r4_situation,Practicing your religion restricted,धर्म पालनमा प्रतिबन्ध,,,Know Your Rights Content
kyr_cat_speech_r4_yourright,"Every person has the freedom to profess, practice and protect their religion according to their faith.","प्रत्येक व्यक्तिलाई आफ्नो विश्वास अनुसार धर्म मान्ने, पालन गर्ने र संरक्षण गर्ने स्वतन्त्रता छ।",,,Know Your Rights Content
kyr_cat_speech_r4_tip,Forced conversion is prohibited. Religious freedom is protected.,जबरजस्ती धर्म परिवर्तन निषेध छ। धार्मिक स्वतन्त्रता सुरक्षित छ।,,,Know Your Rights Content
kyr_cat_information_title,Right to Information,सूचनाको हक,,,Know Your Rights Content
kyr_cat_information_subtitle,Access government information,सरकारी सूचनामा पहुँच,,,Know Your Rights Content
kyr_cat_information_r1_situation,Government office not providing information,सरकारी कार्यालयले सूचना दिँदैन,,,Know Your Rights Content
kyr_cat_information_r1_yourright,Every citizen has the right to demand and receive information on any matter of public interest.,प्रत्येक नागरिकलाई सार्वजनिक चासोको कुनै पनि विषयमा सूचना माग गर्ने र प्राप्त गर्ने हक छ।,,,Know Your Rights Content
kyr_cat_information_r1_tip,File RTI application. Response required within 15 days.,सूचनाको हक आवेदन दिनुहोस्। १५ दिनभित्र जवाफ अनिवार्य छ।,,,Know Your Rights Content
kyr_cat_information_r2_situation,Denied access to your own records,आफ्नै अभिलेखमा पहुँच रोकियो,,,Know Your Rights Content
kyr_cat_information_r2_yourright,Every citizen has the right to information about themselves held by any public body.,प्रत्येक नागरिकलाई कुनै पनि सार्वजनिक निकायले राखेको आफ्नो बारेमा जानकारी पाउने हक छ।,,,Know Your Rights Content
kyr_cat_information_r2_tip,Apply to the Information Officer of that office. Appeal to National Information Commission if denied.,त्यो कार्यालयको सूचना अधिकारीलाई आवेदन दिनुहोस्। अस्वीकार भए राष्ट्रिय सूचना आयोगमा पुनरावेदन दिनुहोस्।,,,Know Your Rights Content
kyr_cat_health_title,Healthcare Rights,स्वास्थ्य हक,,,Know Your Rights Content
kyr_cat_health_subtitle,Your right to basic health services,आधारभूत स्वास्थ्य सेवामा तपाईंको हक,,,Know Your Rights Content
kyr_cat_health_r1_situation,Hospital denying emergency treatment,अस्पताले आपतकालीन उपचार दिँदैन,,,Know Your Rights Content
kyr_cat_health_r1_yourright,Every citizen has the right to free basic health services. No one shall be deprived of emergency health services.,प्रत्येक नागरिकलाई निःशुल्क आधारभूत स्वास्थ्य सेवाको हक छ। कसैलाई आपतकालीन स्वास्थ्य सेवाबाट वञ्चित गरिने छैन।,,,Know Your Rights Content
kyr_cat_health_r1_tip,Emergency care cannot be denied. Report to Health Ministry if refused.,आपतकालीन उपचार अस्वीकार गर्न मिल्दैन। अस्वीकार भए स्वास्थ्य मन्त्रालयमा रिपोर्ट गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_health_r2_situation,Cannot afford hospital bills,अस्पताल बिल तिर्न सक्दिन,,,Know Your Rights Content
kyr_cat_health_r2_yourright,Indigent citizens have the right to free health care services from the state.,गरिब नागरिकहरूलाई राज्यबाट निःशुल्क स्वास्थ्य सेवाको हक छ।,,,Know Your Rights Content
kyr_cat_health_r2_tip,Apply for poor patient fund. Health insurance schemes available at ward.,गरिब बिरामी कोषमा आवेदन दिनुहोस्। वडामा स्वास्थ्य बीमा योजना उपलब्ध छ।,,,Know Your Rights Content
kyr_cat_health_r3_situation,Lack of clean drinking water,सफा खानेपानीको अभाव,,,Know Your Rights Content
kyr_cat_health_r3_yourright,Every citizen has the right to access clean drinking water and sanitation.,प्रत्येक नागरिकलाई सफा खानेपानी र सरसफाइमा पहुँचको हक छ।,,,Know Your Rights Content
kyr_cat_health_r3_tip,Report to ward office. Water supply is local government responsibility.,वडा कार्यालयमा रिपोर्ट गर्नुहोस्। खानेपानी आपूर्ति स्थानीय सरकारको जिम्मेवारी हो।,,,Know Your Rights Content
kyr_cat_education_title,Education Rights,शिक्षाको हक,,,Know Your Rights Content
kyr_cat_education_subtitle,Right to education for all,सबैको लागि शिक्षाको हक,,,Know Your Rights Content
kyr_cat_education_r1_situation,Child denied school admission,बच्चालाई स्कूल भर्नाबाट रोकियो,,,Know Your Rights Content
kyr_cat_education_r1_yourright,Every citizen has the right to free education up to basic level and free education up to secondary level.,प्रत्येक नागरिकलाई आधारभूत तहसम्म निःशुल्क शिक्षा र माध्यमिक तहसम्म निःशुल्क शिक्षाको हक छ।,,,Know Your Rights Content
kyr_cat_education_r1_tip,Government schools must admit all children. Complain to Education Office.,सरकारी स्कूलले सबै बालबालिकालाई भर्ना गर्नुपर्छ। शिक्षा कार्यालयमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_education_r2_situation,School charging illegal fees,स्कूलले गैरकानूनी शुल्क लिँदैछ,,,Know Your Rights Content
kyr_cat_education_r2_yourright,Basic education is free and compulsory. Additional illegal fees cannot be charged.,आधारभूत शिक्षा निःशुल्क र अनिवार्य छ। थप गैरकानूनी शुल्क लिन मिल्दैन।,,,Know Your Rights Content
kyr_cat_education_r2_tip,Report to District Education Office. Illegal fee collection is punishable.,जिल्ला शिक्षा कार्यालयमा रिपोर्ट गर्नुहोस्। गैरकानूनी शुल्क संकलन दण्डनीय छ।,,,Know Your Rights Content
kyr_cat_education_r3_situation,Mother tongue education denied,मातृभाषा शिक्षाबाट वञ्चित,,,Know Your Rights Content
kyr_cat_education_r3_yourright,Every Nepali community has the right to get education in their mother tongue up to secondary level.,प्रत्येक नेपाली समुदायलाई माध्यमिक तहसम्म आफ्नो मातृभाषामा शिक्षा पाउने हक छ।,,,Know Your Rights Content
kyr_cat_education_r3_tip,Request mother tongue classes at local government level.,स्थानीय सरकार स्तरमा मातृभाषा कक्षाको अनुरोध गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_environment_title,Environmental Rights,वातावरण हक,,,Know Your Rights Content
kyr_cat_environment_subtitle,Right to clean and healthy environment,स्वच्छ र स्वस्थ वातावरणको हक,,,Know Your Rights Content
kyr_cat_environment_r1_situation,Factory polluting your area,कारखानाले तपाईंको क्षेत्र प्रदूषित गर्दैछ,,,Know Your Rights Content
kyr_cat_environment_r1_yourright,Every citizen has the right to live in a clean and healthy environment.,प्रत्येक नागरिकलाई स्वच्छ र स्वस्थ वातावरणमा बस्ने हक छ।,,,Know Your Rights Content
kyr_cat_environment_r1_tip,Report to Department of Environment. Polluters are liable for compensation.,वातावरण विभागमा रिपोर्ट गर्नुहोस्। प्रदूषणकर्ताहरू क्षतिपूर्तिको लागि उत्तरदायी छन्।,,,Know Your Rights Content
kyr_cat_environment_r2_situation,Damaged by environmental harm,वातावरणीय हानिबाट क्षतिग्रस्त,,,Know Your Rights Content
kyr_cat_environment_r2_yourright,Victims of environmental pollution or degradation have the right to compensation from polluters.,वातावरणीय प्रदूषण वा क्षयबाट पीडितहरूलाई प्रदूषणकर्ताबाट क्षतिपूर्ति पाउने हक छ।,,,Know Your Rights Content
kyr_cat_environment_r2_tip,Document the damage. File case at District Court for compensation.,क्षतिको अभिलेख राख्नुहोस्। क्षतिपूर्तिको लागि जिल्ला अदालतमा मुद्दा दायर गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_food_title,Right to Food,खाद्य हक,,,Know Your Rights Content
kyr_cat_food_subtitle,Protection from hunger and food insecurity,भोक र खाद्य असुरक्षाबाट सुरक्षा,,,Know Your Rights Content
kyr_cat_food_r1_situation,Cannot afford food for family,परिवारको लागि खाना किन्न सक्दिन,,,Know Your Rights Content
kyr_cat_food_r1_yourright,Every citizen has the right to food sovereignty. No citizen shall be kept in a condition of starvation.,प्रत्येक नागरिकलाई खाद्य सार्वभौमसत्ताको हक छ। कुनै पनि नागरिकलाई भोकमरीको अवस्थामा राख्ने छैन।,,,Know Your Rights Content
kyr_cat_food_r1_tip,Contact ward office for food assistance programs.,खाद्य सहायता कार्यक्रमहरूको लागि वडा कार्यालयमा सम्पर्क गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_food_r2_situation,Sold adulterated food,मिसावट गरिएको खाना बिक्री,,,Know Your Rights Content
kyr_cat_food_r2_yourright,Every citizen has the right to safe and quality food. Adulterated food is prohibited.,प्रत्येक नागरिकलाई सुरक्षित र गुणस्तरीय खानाको हक छ। मिसावट गरिएको खाना निषेध छ।,,,Know Your Rights Content
kyr_cat_food_r2_tip,Report to Department of Food Technology. Keep samples as evidence.,खाद्य प्रविधि विभागमा रिपोर्ट गर्नुहोस्। प्रमाणको रूपमा नमूना राख्नुहोस्।,,,Know Your Rights Content
kyr_cat_consumer_title,Consumer Rights,उपभोक्ता हक,,,Know Your Rights Content
kyr_cat_consumer_subtitle,Protection as a consumer,उपभोक्ताको रूपमा सुरक्षा,,,Know Your Rights Content
kyr_cat_consumer_r1_situation,Sold defective product or cheated,खराब सामान बिक्री वा ठगी,,,Know Your Rights Content
kyr_cat_consumer_r1_yourright,Every consumer has the right to quality goods and services. You have the right to compensation for loss caused by substandard goods.,प्रत्येक उपभोक्तालाई गुणस्तरीय वस्तु र सेवाको हक छ। निम्न स्तरको सामानबाट हानि भएमा क्षतिपूर्ति पाउने हक छ।,,,Know Your Rights Content
kyr_cat_consumer_r1_tip,File complaint at Consumer Forum or Department of Commerce.,उपभोक्ता मञ्च वा वाणिज्य विभागमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_consumer_r2_situation,Overcharged or price gouging,अत्यधिक मूल्य वा मूल्य वृद्धि,,,Know Your Rights Content
kyr_cat_consumer_r2_yourright,"Consumers have the right to information about quality, quantity and price of goods and services.","उपभोक्ताहरूलाई वस्तु र सेवाको गुणस्तर, परिमाण र मूल्यको जानकारी पाउने हक छ।",,,Know Your Rights Content
kyr_cat_consumer_r2_tip,Check MRP on products. Report to Department of Commerce for price violations.,उत्पादनहरूमा MRP जाँच्नुहोस्। मूल्य उल्लंघनको लागि वाणिज्य विभागमा रिपोर्ट गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_consumer_r3_situation,Service provider not delivering,सेवा प्रदायकले सेवा दिँदैन,,,Know Your Rights Content
kyr_cat_consumer_r3_yourright,Consumers have the right to get compensation if services paid for are not delivered.,भुक्तानी गरिएका सेवाहरू प्राप्त नभएमा उपभोक्ताहरूलाई क्षतिपूर्ति पाउने हक छ।,,,Know Your Rights Content
kyr_cat_consumer_r3_tip,Keep receipts and contracts. File complaint at Consumer Court.,रसिद र करार राख्नुहोस्। उपभोक्ता अदालतमा उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_privacy_title,Privacy Rights,गोपनीयता हक,,,Know Your Rights Content
kyr_cat_privacy_subtitle,Protection of personal information,व्यक्तिगत जानकारीको सुरक्षा,,,Know Your Rights Content
kyr_cat_privacy_r1_situation,Personal data shared without consent,सहमति बिना व्यक्तिगत डाटा साझा गरियो,,,Know Your Rights Content
kyr_cat_privacy_r1_yourright,"The privacy of personal matters, documents, data and correspondence is inviolable except in accordance with law.","व्यक्तिगत कुरा, कागजात, तथ्यांक र पत्राचारको गोपनीयता कानून बमोजिम बाहेक अनुल्लंघनीय छ।",,,Know Your Rights Content
kyr_cat_privacy_r1_tip,Privacy Act 2018 protects personal data. File complaint if violated.,गोपनीयता ऐन २०७५ ले व्यक्तिगत डाटा सुरक्षित गर्छ। उल्लंघन भए उजुरी दिनुहोस्।,,,Know Your Rights Content
kyr_cat_privacy_r2_situation,Communications being monitored,सञ्चार निगरानीमा छ,,,Know Your Rights Content
kyr_cat_privacy_r2_yourright,No person's correspondence or private communications shall be opened or intercepted except in accordance with law.,कुनै पनि व्यक्तिको पत्राचार वा निजी सञ्चार कानून बमोजिम बाहेक खोल्ने वा अवरोध गर्ने छैन।,,,Know Your Rights Content
kyr_cat_privacy_r2_tip,Surveillance requires court order. Report illegal monitoring to NHRC.,निगरानीको लागि अदालतको आदेश चाहिन्छ। गैरकानूनी निगरानी NHRC मा रिपोर्ट गर्नुहोस्।,,,Know Your Rights Content
kyr_cat_housing_title,Right to Housing,आवासको हक,,,Know Your Rights Content
kyr_cat_housing_subtitle,Right to shelter and housing,आश्रय र आवासको हक,,,Know Your Rights Content
kyr_cat_housing_r1_situation,Homeless or lacking shelter,गृहहीन वा आश्रयको अभाव,,,Know Your Rights Content
kyr_cat_housing_r1_yourright,Every citizen has the right to appropriate housing. No citizen shall be evicted arbitrarily.,प्रत्येक नागरिकलाई उपयुक्त आवासको हक छ। कुनै पनि नागरिकलाई मनमानी ढंगले बेदखल गरिने छैन।,,,Know Your Rights Content
kyr_cat_housing_r1_tip,Contact ward office for housing assistance. Shelter homes available.,आवास सहायताको लागि वडा कार्यालयमा सम्पर्क गर्नुहोस्। आश्रय गृहहरू उपलब्ध छन्।,,,Know Your Rights Content
kyr_cat_housing_r2_situation,Squatter settlement being demolished,सुकुम्बासी बस्ती भत्काइँदैछ,,,Know Your Rights Content
kyr_cat_housing_r2_yourright,Landless squatters are entitled to housing based on law. Forced eviction without rehabilitation is prohibited.,भूमिहीन सुकुम्बासीहरू कानून बमोजिम आवासको हकदार छन्। पुनर्स्थापना बिना जबरजस्ती बेदखली निषेध छ।,,,Know Your Rights Content
kyr_cat_housing_r2_tip,Proper notice and rehabilitation must be provided before relocation.,स्थानान्तरण अघि उचित सूचना र पुनर्स्थापना प्रदान गर्नुपर्छ।,,,Know Your Rights Content
